   1.6986593688281686        1.0983341325272455E-002           4
   1.6946173653406893        4.4324585509958325E-005           5
   1.6946009207745252        7.3034867043020313E-010           6
   1.6946009207745252        7.3034867043020313E-010           6
   1.6946009205035546        4.4408920985006262E-016           7
   1.6946009205035546        4.4408920985006262E-016           7
   1.6946009205035546        4.4408920985006262E-016           7
   1.6946009205035546        4.4408920985006262E-016           7
   1.6946009205035546        4.4408920985006262E-016           7
   1.6946009205035544       -4.4408920985006262E-016           8
